instrResp1.keys,instrResp1.rt,instr1_loop.thisRepN,instr1_loop.thisTrialN,instr1_loop.thisN,instr1_loop.thisIndex,instr1_loop.ran,instrOrd1,participant,age,gender,handedness,date,expName,psychopyVersion,OS,frameRate,instrResp5.keys,instrResp5.rt,instrResp6.keys,instrResp6.rt,instrResp3.keys,instrResp3.rt,instr2_loop.thisRepN,instr2_loop.thisTrialN,instr2_loop.thisN,instr2_loop.thisIndex,instr2_loop.ran,instrOrd2,instrEGresp.keys,instrEGresp.rt,instrHint2Resp.keys,instrHint2Resp.rt,instrRespSCH.keys,instr3_loop.thisRepN,instr3_loop.thisTrialN,instr3_loop.thisN,instr3_loop.thisIndex,instr3_loop.ran,instrOrd3,instrHint3Resp.keys,instrHint3Resp.rt,instrResp10.keys,instrResp10.rt,pStudy_loop.thisRepN,pStudy_loop.thisTrialN,pStudy_loop.thisN,pStudy_loop.thisIndex,pStudy_loop.ran,pTarg,psPresen_loop.thisRepN,psPresen_loop.thisTrialN,psPresen_loop.thisN,psPresen_loop.thisIndex,psPresen_loop.ran,ptHint_loop.thisRepN,ptHint_loop.thisTrialN,ptHint_loop.thisN,ptHint_loop.thisIndex,ptHint_loop.ran,pTestResp.keys,pTestResp.corr,pTestResp.rt,pTest_loop.thisRepN,pTest_loop.thisTrialN,pTest_loop.thisN,pTest_loop.thisIndex,pTest_loop.ran,ptStim,pCorAns,pTBR_loop.thisRepN,pTBR_loop.thisTrialN,pTBR_loop.thisN,pTBR_loop.thisIndex,pTBR_loop.ran,psResp.keys,psResp.corr,pSearch_loop.thisRepN,pSearch_loop.thisTrialN,pSearch_loop.thisN,pSearch_loop.thisIndex,pSearch_loop.ran,pStim,psResp.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,pStudyOrd,pTest1,pTest2,pTest3,pSearch,expStaResp.keys,expStaResp.rt,stim17_loop.thisRepN,stim17_loop.thisTrialN,stim17_loop.thisN,stim17_loop.thisIndex,stim17_loop.ran,cate,subCate,stimulus,sub30_loop.thisRepN,sub30_loop.thisTrialN,sub30_loop.thisN,sub30_loop.thisIndex,sub30_loop.ran,stimSubCate,altDistrStim_loop.thisRepN,altDistrStim_loop.thisTrialN,altDistrStim_loop.thisN,altDistrStim_loop.thisIndex,altDistrStim_loop.ran,distr_loop.thisRepN,distr_loop.thisTrialN,distr_loop.thisN,distr_loop.thisIndex,distr_loop.ran,chooseDistr_loop.thisRepN,chooseDistr_loop.thisTrialN,chooseDistr_loop.thisN,chooseDistr_loop.thisIndex,chooseDistr_loop.ran,distrIndx,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,study_presen.thisRepN,study_presen.thisTrialN,study_presen.thisN,study_presen.thisIndex,study_presen.ran,testHint_presen.thisRepN,testHint_presen.thisTrialN,testHint_presen.thisN,testHint_presen.thisIndex,testHint_presen.ran,testResp.keys,testResp.corr,testResp.rt,testsize,condTest,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,testIndx,TBR_loop.thisRepN,TBR_loop.thisTrialN,TBR_loop.thisN,TBR_loop.thisIndex,TBR_loop.ran,schResp.keys,schResp.corr,schResp.rt,setsize,subCategory,category,cond,stimImg,sch_loop.thisRepN,sch_loop.thisTrialN,sch_loop.thisN,sch_loop.thisIndex,sch_loop.ran,trialIndx,brkResp.keys,brkResp.rt,blockOrd.thisRepN,blockOrd.thisTrialN,blockOrd.thisN,blockOrd.thisIndex,blockOrd.ran,stimCateList,stimCate,testOrd
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,16,1,Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,14,1,Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,11,1,Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,12,1,Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,2,1,Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_03.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,6,1,Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,15,1,StimList/marsupialia_australia.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,Animals,primate,Stimuli/Animals/primate/primate_03.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,Animals,primate,Stimuli/Animals/primate/primate_02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,14,1,Animals,primate,Stimuli/Animals/primate/primate_15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,11,1,Animals,primate,Stimuli/Animals/primate/primate_12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,12,1,Animals,primate,Stimuli/Animals/primate/primate_13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,Animals,primate,Stimuli/Animals/primate/primate_01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,9,1,Animals,primate,Stimuli/Animals/primate/primate_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,1,Animals,primate,Stimuli/Animals/primate/primate_05.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,1,Animals,primate,Stimuli/Animals/primate/primate_07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,16,1,Animals,primate,Stimuli/Animals/primate/primate_17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,3,1,Animals,primate,Stimuli/Animals/primate/primate_04.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,10,1,Animals,primate,Stimuli/Animals/primate/primate_11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,7,1,Animals,primate,Stimuli/Animals/primate/primate_08.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,8,1,Animals,primate,Stimuli/Animals/primate/primate_09.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,15,1,Animals,primate,Stimuli/Animals/primate/primate_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,5,1,Animals,primate,Stimuli/Animals/primate/primate_06.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,13,1,Animals,primate,Stimuli/Animals/primate/primate_14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,19,1,StimList/primate.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,8,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_09.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,15,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,14,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,7,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_08.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_05.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_06.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,12,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,11,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,2,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_03.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,3,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_04.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,13,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,9,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,25,1,StimList/sheep_alpaca.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f0c7459891eb85f36afdaf0,23,M,R,2020-09-10_01h57.11.137,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Animals,seashell,Stimuli/Animals/seashell/seashell_01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
